Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
002240,KR7002240000,고려제강,KOSPI,,19380,1,620,3.3,18750,19380,18750,34327,658305990,484500000000,25000000,STK
043150,KR7043150002,바텍,KOSDAQ,우량기업부,32500,2,-350,-1.07,32950,33000,32150,42928,1394369900,482763320000,14854256,KSQ
084850,KR7084850007,아이티엠반도체,KOSDAQ GLOBAL,벤처기업부,21250,2,-400,-1.85,21300,21800,21100,16307,348010800,482012347500,22682934,KSQ
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,45450,2,-3500,-7.15,49450,50500,45000,603502,28141630800,481102794000,10585320,KSQ
068240,KR7068240001,다원시스,KOSDAQ,중견기업부,14010,2,-140,-0.99,14160,14210,14000,76129,1071195310,480030752370,34263437,KSQ
007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,7470,2,-270,-3.49,7750,7780,7450,448093,3391780560,479253955320,64157156,KSQ
020000,KR7020000006,한섬,KOSPI,,19370,1,40,0.21,19480,19480,19010,127313,2439939920,477083100000,24630000,STK
084690,KR7084690007,대상홀딩스,KOSPI,,13170,2,-830,-5.93,13890,14210,12960,2026386,27221968420,476919125460,36212538,STK
257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,7900,2,-150,-1.86,8050,8090,7900,588577,4707633910,476615563600,60331084,KSQ
014830,KR7014830004,유니드,KOSPI,,70400,1,1600,2.33,68800,70400,68300,31121,2168497000,476439040000,6767600,STK
335890,KR7335890000,비올,KOSDAQ,벤처기업부,8130,2,-600,-6.87,8840,8860,8000,2718913,22407523760,474248525760,58333152,KSQ
001390,KR7001390004,KG케미칼,KOSPI,,6910,1,110,1.62,6860,6940,6830,665609,4578941240,473121066400,68469040,STK
006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,7650,2,-130,-1.67,7800,7810,7650,135884,1047834660,470958793650,61563241,KSQ
091810,KR7091810002,티웨이항공,KOSPI,,2345,1,20,0.86,2335,2355,2315,573552,1343239280,470809287095,200771551,STK
007810,KR7007810005,코리아써키트,KOSPI,,19910,2,-490,-2.4,20700,20700,19190,2899224,57680572480,470289152410,23620751,STK
052020,KR7052020005,에스티큐브,KOSDAQ,벤처기업부,10150,2,-120,-1.17,10210,10330,10040,154653,1567064960,469726785150,46278501,KSQ
000370,KR7000370007,한화손해보험,KOSPI,,4020,2,-45,-1.11,4090,4090,4010,315356,1273807600,469290438300,116738915,STK
018250,KR7018250001,애경산업,KOSPI,,17750,2,-310,-1.72,18060,18070,17750,56887,1016152750,468776346250,26409935,STK
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,21650,2,-1100,-4.84,23150,23400,21150,1791490,39135885200,464604886500,21459810,KSQ
357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,5190,2,-150,-2.81,5370,5370,5190,144447,757900180,459493920060,88534474,STK
079370,KR7079370003,제우스,KOSDAQ,우량기업부,44300,2,-800,-1.77,44900,45500,43750,213008,9446953800,458017700000,10339000,KSQ
214320,KR7214320004,이노션,KOSPI,,22900,1,500,2.23,22550,22950,22450,52005,1185009000,458000000000,20000000,STK
145990,KR7145990008,삼양사,KOSPI,,44200,2,-200,-0.45,44500,44950,44050,10341,458510400,455854445800,10313449,STK
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,11560,1,560,5.09,10800,11560,10550,2614706,28945877930,453496927280,39229838,KSQ
243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,37850,2,-450,-1.17,38300,38300,37700,39503,1495297200,453430320250,11979665,KSQ
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,28350,2,-1850,-6.13,30200,30450,28300,691080,19886724700,448780500000,15830000,KSQ
004430,KR7004430005,송원산업,KOSPI,,18650,2,-150,-0.8,18800,19230,18650,93327,1764100050,447600000000,24000000,STK
058650,KR7058650003,세아홀딩스,KOSPI,,111800,1,5100,4.78,106500,112100,106500,465,50935700,447200000000,4000000,STK
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,19000,2,-140,-0.73,19290,19540,18990,150059,2886807940,446244640000,23486560,KSQ
249420,KR7249420001,일동제약,KOSPI,,16100,1,190,1.19,15890,16120,15760,174092,2783329110,445772549600,27687736,STK
900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,2580,2,-10,-0.39,2615,2615,2550,857983,2218186775,442698100380,171588411,STK
103590,KR7103590006,일진전기,KOSPI,,11870,1,150,1.28,11820,12100,11780,193655,2305936510,440144229300,37080390,STK
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,11720,1,210,1.82,11640,11720,11490,582452,6772135470,439642421440,37512152,KSQ
218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,16430,2,-60,-0.36,16500,16730,16000,208592,3421835100,435139382060,26484442,KSQ
033640,KR7033640004,네패스,KOSDAQ,중견기업부,18860,2,-210,-1.1,19040,19070,18580,290574,5453670050,434896549720,23059202,KSQ
286940,KR7286940002,롯데정보통신,KOSPI,,28100,1,200,0.72,27900,28100,27700,17425,484872400,432636901100,15396331,STK
119610,KR7119610004,인터로조,KOSDAQ,우량기업부,32600,2,-450,-1.36,32900,33350,32300,85194,2799331900,430857182800,13216478,KSQ
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,18730,1,330,1.79,18350,18810,18290,286552,5308645580,430662636000,22993200,KSQ
377740,KR7377740006,바이오노트,KOSPI,,4215,1,20,0.48,4195,4265,4145,71109,299074515,430166242320,102056048,STK
003000,KR7003000007,부광약품,KOSPI,,6050,1,20,0.33,6050,6070,6000,207090,1248510490,429931446450,71063049,STK
054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,28300,2,-1100,-3.74,29750,29850,27900,825056,23573503500,428581793900,15144233,KSQ
200880,KR7200880003,서연이화,KOSPI,,15850,1,870,5.81,15220,16360,15130,1120604,17861403620,428400726450,27028437,STK
011930,KR7011930005,신성이엔지,KOSPI,,2060,1,10,0.49,2080,2230,2050,10007164,21384079420,424047191060,205848151,STK
001725,KR7001721000,신영증권우,KOSPI,,60000,1,1200,2.04,58800,60400,58100,734,43454700,423225780000,7053763,STK
012630,KR7012630000,HDC,KOSPI,,7030,1,140,2.03,6970,7030,6890,52097,362995160,419984298630,59741721,STK
017940,KR7017940008,E1,KOSPI,,61000,1,300,0.49,60800,61800,60300,20949,1277899900,418460000000,6860000,STK
010690,KR7010690006,화신,KOSPI,,11900,1,910,8.28,11220,12180,11110,1430625,16967663990,415552879000,34920410,STK
060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,10340,2,-160,-1.52,10550,10650,10100,908680,9316167520,415260717740,40160611,KSQ
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,13760,1,130,0.95,13610,14060,13490,702183,9688352360,414880732160,30151216,KSQ
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,25000,2,-400,-1.57,25500,25550,24800,182349,4569585300,412774825000,16510993,KSQ
017810,KR7017810003,풀무원,KOSPI,,10770,2,-60,-0.55,10810,10890,10730,22992,247565340,410558237340,38120542,STK
183190,KR7183190008,아세아시멘트,KOSPI,,10490,2,-50,-0.47,10630,10650,10480,94871,998582780,408670364100,38958090,STK
123890,KR7123890006,한국자산신탁,KOSPI,,3250,1,10,0.31,3235,3250,3215,177915,574782110,402927694000,123977752,STK
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3425,1,35,1.03,3380,3440,3375,503050,1712714545,402604859200,117548864,KSQ
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,5050,2,-30,-0.59,5090,5210,5000,2516884,12768699490,402595993950,79721979,KSQ
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,20350,2,-250,-1.21,20450,20750,20050,93315,1896226350,402283399100,19768226,KSQ
093050,KR7093050003,LF,KOSPI,,13750,1,210,1.55,13610,13750,13540,41297,563819670,402050000000,29240000,STK
108670,KR7108670001,LX하우시스,KOSPI,,44800,2,-900,-1.97,45850,45900,44800,31294,1412607350,401751616000,8967670,STK
005090,KR7005090006,SGC에너지,KOSPI,,27850,2,-50,-0.18,28000,28250,27800,33290,930012350,401299924050,14409333,STK
023160,KR7023160005,태광,KOSDAQ,우량기업부,15130,1,330,2.23,14860,15130,14790,110013,1654826670,400945000000,26500000,KSQ
080220,KR7080220007,제주반도체,KOSDAQ,우량기업부,11580,1,170,1.49,11300,11810,10820,6276555,71604341140,398848006140,34442833,KSQ
432320,KR7432320000,KB스타리츠,KOSPI,,3925,2,-80,-2.0,4005,4050,3920,197886,787555630,398051068625,101414285,STK
241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,37250,2,-3050,-7.57,40300,40300,36500,107362,4131595000,397830000000,10680000,KSQ
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,10900,2,-40,-0.37,11080,11540,10850,651038,7266198370,397357396300,36454807,KSQ
033270,KR7033270000,유나이티드제약,KOSPI,,24200,2,-150,-0.62,24500,24500,23950,30726,745096800,393124692400,16244822,STK
001820,KR7001820000,삼화콘덴서,KOSPI,,37800,2,-1200,-3.08,39050,39250,37500,102066,3869642350,392931000000,10395000,STK
064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,30600,2,-1350,-4.23,32550,32600,30400,177756,5556363400,392780437200,12835962,KSQ
006405,KR7006401004,삼성SDI우,KOSPI,,242000,2,-2000,-0.82,250000,251500,242000,7362,1798392500,391530832000,1617896,STK
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,34900,2,-400,-1.13,35200,35300,34800,31482,1100072600,390948334200,11201958,KSQ
448730,KR7448730002,삼성FN리츠,KOSPI,,5050,2,-10,-0.2,5050,5070,5000,67807,341051480,390365000000,77300000,STK
094800,KR7094800000,맵스리얼티1,KOSPI,,4185,1,20,0.48,4135,4195,4125,94746,394674495,388511675235,92834331,STK
004690,KR7004690004,삼천리,KOSPI,,95600,1,1800,1.92,94200,96200,93800,21179,2016838700,387660390000,4055025,STK
009290,KR7009290008,광동제약,KOSPI,,7370,1,70,0.96,7300,7390,7200,480662,3511186800,386341671870,52420851,STK
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,16060,1,160,1.01,15850,16160,15630,213536,3405350670,385638084040,24012334,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,15510,2,-210,-1.34,15800,16070,15460,304978,4812752470,385609464900,24861990,KSQ
151860,KR7151860004,KG ETS,KOSDAQ,우량기업부,10710,1,110,1.04,10600,10800,10580,221409,2369423490,385560000000,36000000,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,20850,1,1440,7.42,19500,21800,19090,1290947,26714380380,383169373800,18377428,KSQ
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,9230,2,-220,-2.33,9500,9560,9230,138910,1296871670,383142782620,41510594,KSQ
099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,6600,1,50,0.76,6550,6600,6500,209195,1369537550,382343702400,57930864,KSQ
453340,KR7453340002,현대그린푸드,KOSPI,,11230,3,0,0.0,11220,11230,11150,104373,1166230140,380482664220,33880914,STK
402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,33300,1,700,2.15,33250,33450,32250,81117,2680505100,380342210400,11421688,KSQ
027410,KR7027410000,BGF,KOSPI,,3960,1,200,5.32,3750,3970,3710,526434,2053861385,379038492360,95716791,STK
306200,KR7306200007,세아제강,KOSPI,,133500,1,1900,1.44,133600,135000,132700,12282,1642506600,378646050000,2836300,STK
089030,KR7089030001,테크윙,KOSDAQ,우량기업부,10100,2,-150,-1.46,10300,10320,10030,863747,8734630790,377271814500,37353645,KSQ
126560,KR7126560002,현대퓨처넷,KOSPI,,3410,2,-100,-2.85,3500,3525,3410,200060,689630350,375792042450,110202945,STK
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,12450,2,-240,-1.89,12780,12780,12400,180161,2264235060,373369200300,29989494,KSQ
425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,32800,2,-1200,-3.53,34600,34700,32500,94819,3133979250,373296800000,11381000,KSQ
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,37650,2,-300,-0.79,38300,38800,37600,181436,6886827000,371870668950,9877043,KSQ
003520,KR7003520004,영진약품,KOSPI,,2025,2,-15,-0.74,2065,2070,2025,359056,733065705,370357780275,182892731,STK
025860,KR7025860008,남해화학,KOSPI,,7440,1,60,0.81,7410,7480,7390,177165,1317032430,369610591920,49678843,STK
082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,16340,2,-150,-0.91,16400,16630,16150,153103,2505368410,369375504000,22605600,KSQ
378340,KR7378340004,필에너지,KOSDAQ,중견기업부,17310,1,250,1.47,17170,17640,17160,223495,3882991010,367125747420,21208882,KSQ
090435,KR7090431008,아모레퍼시픽우,KOSPI,,34700,2,-600,-1.7,35300,35300,34600,15439,538203350,366356701000,10557830,STK
016800,KR7016800005,퍼시스,KOSPI,,31850,1,250,0.79,31600,32350,31600,2087,66545300,366275000000,11500000,STK
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,20450,1,780,3.97,19940,21400,19810,1373641,28256136360,364215174850,17810033,KSQ
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,34800,1,250,0.72,35000,35100,33850,318660,10996160250,363530196000,10446270,KSQ
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,28750,2,-450,-1.54,29200,29350,28650,59047,1707183350,362480000000,12608000,KSQ
007690,KR7007690001,국도화학,KOSPI,,40050,2,-350,-0.87,40450,40900,40050,20233,816077700,360875170800,9010616,STK
005810,KR7005810007,풍산홀딩스,KOSPI,,36050,2,-300,-0.83,36000,36800,35950,14294,519060550,360446934400,9998528,STK
002030,KR7002030005,아세아,KOSPI,,168700,1,700,0.42,168000,170000,165300,1110,186503500,360343874800,2136004,STK
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,19010,2,-90,-0.47,19200,19400,18580,156542,2965146060,359289000000,18900000,KSQ
002310,KR7002310001,아세아제지,KOSPI,,40100,2,-550,-1.35,40650,40650,39850,26062,1045119500,359155730200,8956502,STK
003545,KR7003541000,대신증권우,KOSPI,,13750,1,30,0.22,13770,13790,13670,85821,1178132060,357500000000,26000000,STK
001940,KR7001940006,KISCO홀딩스,KOSPI,,22100,2,-200,-0.9,22450,22500,21850,12944,286851650,357497998000,16176380,STK
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,22100,2,-450,-2.0,22650,22800,21700,320895,7097733700,357306435200,16167712,KSQ
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,78600,1,100,0.13,78500,78700,78200,748,58714000,356884400400,4540514,KSQ
298690,KR7298690009,에어부산,KOSPI,,3050,2,-30,-0.97,3085,3125,3030,286839,880127015,355752000000,116640000,STK
432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,32550,2,-800,-2.4,33500,35350,31250,2174885,71560989050,355050192000,10907840,KSQ
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7100,2,-50,-0.7,7150,7170,7100,73081,520932540,355000000000,50000000,KSQ
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,27800,1,200,0.72,27800,28000,27300,216917,6000795650,354914732600,12766717,KSQ
232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,4315,2,-165,-3.68,4800,4915,4200,9022447,40974169415,354025685250,82045350,KSQ
094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,18660,1,620,3.44,18190,19170,17980,344467,6327474750,353658893460,18952781,KSQ
003300,KR7003300001,한일홀딩스,KOSPI,,11470,1,50,0.44,11480,11490,11390,8719,99545270,353653179480,30832884,STK
012030,KR7012030003,DB,KOSPI,,1756,1,16,0.92,1750,1763,1739,291587,509570595,353261426348,201173933,STK
014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,12350,1,200,1.65,12180,12370,12120,198776,2442673090,353210000000,28600000,KSQ
200710,KR7200710002,에이디테크놀로지,KOSDAQ,우량기업부,26300,2,-650,-2.41,27000,27350,25900,284737,7481974600,353131914700,13427069,KSQ
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,27450,2,-650,-2.31,28000,28050,27400,46933,1298451400,352898572500,12856050,KSQ
042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,28400,2,-150,-0.53,29200,29500,28150,81069,2329960200,352829501600,12423574,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,14590,1,250,1.74,14340,14730,14330,107456,1562566360,352782464960,24179744,KSQ
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,23250,2,-300,-1.27,23650,24000,23150,146609,3459508500,352648560000,15167680,KSQ
451800,KR7451800007,한화리츠,KOSPI,,4990,2,-20,-0.4,5010,5030,4990,32658,163599800,352294000000,70600000,STK
079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,15950,1,10,0.06,16080,16350,15930,191907,3083684640,351348099300,22028094,KSQ
001340,KR7001340009,백광산업,KOSPI,,7790,0,0,0.0,0,0,0,0,0,349914390530,44918407,STK
002320,KR7002320000,한진,KOSPI,,23350,2,-550,-2.3,23900,23900,22950,174843,4073648200,349027113800,14947628,STK
089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,14520,2,-310,-2.09,14900,15100,14520,30225,444419710,348198239400,23980595,KSQ
001200,KR7001200005,유진투자증권,KOSPI,,3585,2,-60,-1.65,3690,3735,3510,1312049,4744502060,347266108530,96866418,STK
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,42600,2,-550,-1.27,43150,43300,42500,46684,2002813300,346252800000,8128000,KSQ
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,19470,1,270,1.41,19410,19550,19050,375176,7240630820,346044067710,17773193,KSQ
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,9240,1,20,0.22,9300,9430,9190,111103,1032898860,345985064040,37444271,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,22600,1,1200,5.61,22600,25250,22400,3643587,86902624500,345360114600,15281421,KSQ
003220,KR7003220001,대원제약,KOSPI,,15470,2,-240,-1.53,15710,15770,15450,172146,2672186980,343282301180,22190194,STK
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),9450,1,160,1.72,9360,9460,9250,199535,1867083940,343181730150,36315527,KSQ
041830,KR7041830001,인바디,KOSDAQ,우량기업부,25050,1,500,2.04,24650,25300,24400,72883,1808249950,342778739100,13683782,KSQ
039840,KR7039840004,디오,KOSDAQ,우량기업부,21550,1,350,1.65,21350,21950,21200,67256,1442448400,342251820250,15881755,KSQ
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,12250,2,-370,-2.93,12700,12700,12180,341438,4220875610,341829316500,27904434,KSQ
102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,23900,2,-900,-3.63,24800,24800,23900,73707,1782045800,341479280400,14287836,KSQ
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3160,2,-30,-0.94,3175,3200,3160,87995,278971625,341015526960,107916306,KSQ
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5550,2,-20,-0.36,5590,5640,5500,516261,2873386060,339780102000,61221640,KSQ
093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,339310256256,243757368,STK
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,7270,2,-170,-2.28,7470,7510,7270,231027,1707482880,338517459240,46563612,KSQ
372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,24850,2,-150,-0.6,25350,25800,24650,180795,4556109000,338276489600,13612736,KSQ
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,14270,2,-190,-1.31,14460,14510,14180,191516,2745249030,337877097340,23677442,KSQ
000490,KR7000490003,대동,KOSPI,,13290,1,260,2.0,13170,13510,13140,402651,5367311980,337467494520,25392588,STK
298000,KR7298000001,효성화학,KOSPI,,88800,1,2200,2.54,87000,88800,87000,7218,633516000,336712816800,3791811,STK
060980,KR7060980000,HL홀딩스,KOSPI,,33000,2,-450,-1.35,33550,33600,33000,39806,1321777350,335590530000,10169410,STK
439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,20400,2,-100,-0.49,20550,20800,20300,175086,3587722100,334116504000,16378260,KSQ
005690,KR7005690003,파미셀,KOSPI,,5550,1,210,3.93,5390,5740,5360,797462,4440914800,333094150200,60016964,STK
011810,KR7011810009,STX,KOSPI,,14050,2,-370,-2.57,14500,15440,13790,4983399,72798743280,332393874350,23657927,STK
029530,KR7029530003,신도리코,KOSPI,,32950,1,50,0.15,32950,33100,32850,7997,263293700,332136955550,10080029,STK
298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,6300,1,130,2.11,6230,6540,6200,1181260,7503593380,331500084300,52619061,KSQ
000680,KR7000680009,LS네트웍스,KOSPI,,4200,2,-5,-0.12,4230,4290,4150,343839,1449189300,330972667200,78803016,STK
228670,KR7228670006,레이,KOSDAQ,우량기업부,21650,2,-100,-0.46,21950,22150,21500,156837,3415006950,330899530950,15284043,KSQ
003920,KR7003920006,남양유업,KOSPI,,459000,2,-7000,-1.5,466000,466000,456500,667,305961500,330480000000,720000,STK
033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,20550,1,670,3.37,20100,21000,19990,378193,7786455120,330082504950,16062409,KSQ
071970,KR7071970008,STX중공업,KOSPI,,11560,1,60,0.52,11800,11830,11460,146029,1691026290,330068853640,28552669,STK
004700,KR7004700001,조광피혁,KOSPI,,49600,2,-800,-1.59,50400,50500,49300,1746,86692850,329797244800,6649138,STK
097230,KR7097230007,HJ중공업,KOSPI,,3955,1,170,4.49,3810,4000,3785,104074,405442755,329349781355,83274281,STK
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,7060,2,-20,-0.28,7000,7120,6920,116887,819155150,328629155340,46548039,KSQ
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,7230,2,-160,-2.17,7400,7550,7220,314458,2303016340,328509524460,45437002,KSQ
267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,41800,2,-650,-1.53,42450,42450,41800,11456,481384400,327864068400,7843638,KSQ
008490,KR7008490005,서흥,KOSPI,,28250,2,-250,-0.88,28250,28750,28150,6391,181456250,326827442250,11569113,STK
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,17140,2,-890,-4.94,18040,18320,17000,293306,5093383880,326420021880,19044342,KSQ
092220,KR7092220003,KEC,KOSPI,,1613,2,-10,-0.62,1692,1712,1613,7619189,12638297233,323830946433,200763141,STK
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,41600,2,-100,-0.24,42350,42750,41500,25274,1063447950,323806371200,7783807,KSQ
061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,7390,2,-310,-4.03,7700,7700,7350,310187,2318352100,323568134880,43784592,KSQ
000430,KR7000430009,대원강업,KOSPI,,5210,1,170,3.37,5100,5320,5070,291952,1525294810,323020000000,62000000,STK
044490,KR7044490001,태웅,KOSDAQ,중견기업부,16140,1,790,5.15,15740,16950,15650,453042,7488193750,322919129340,20007381,KSQ
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,66200,2,-1000,-1.49,67500,69500,65300,52475,3531955400,321834279000,4861545,KSQ
384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,26000,2,-2400,-8.45,28400,29100,25600,3717765,99852281400,321720334000,12373859,KSQ
064260,KR7064260003,다날,KOSDAQ,우량기업부,4665,2,-310,-6.23,4910,4930,4665,2794069,13306206850,321647271600,68949040,KSQ
051905,KR7051901007,LG생활건강우,KOSPI,,153100,2,-2600,-1.67,156500,157800,153100,12582,1944818200,321463610700,2099697,STK
254490,KR7254490006,미래반도체,KOSDAQ,중견기업부,22250,2,-800,-3.47,23200,23350,22200,338584,7630146800,321245500000,14438000,KSQ
003120,KR7003120003,일성신약,KOSPI,,24150,2,-150,-0.62,24300,24750,23900,13445,326081650,321195000000,13300000,STK
00088K,KR700088K015,한화3우B,KOSPI,,14250,1,80,0.56,14180,14250,14160,46165,655663140,320226000000,22472000,STK
297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,4620,1,115,2.55,4545,4770,4530,1805865,8394864310,319716182940,69202637,KSQ
439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,30000,2,-5700,-15.97,33500,34750,27550,6190227,192460377000,319505670000,10650189,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,5040,2,-60,-1.18,5120,5120,5020,81415,411957900,319241613600,63341590,STK
027360,KR7027360007,아주IB투자,KOSDAQ,우량기업부,2635,2,-10,-0.38,2620,2825,2595,11184916,30180948955,318427644810,120845406,KSQ
013890,KR7013890009,지누스,KOSPI,,15330,1,80,0.52,15110,15660,14950,155876,2394886670,317870677320,20735204,STK
396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,17600,2,-70,-0.4,17870,17890,17150,303450,5276716330,317691264000,18050640,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,18590,1,600,3.34,18960,19450,18000,236002,4424234100,316959500000,17050000,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,25950,2,-900,-3.35,26850,26950,25800,118904,3116812650,316175967750,12184045,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,35850,2,-900,-2.45,36800,36850,35600,93315,3356134150,316121141400,8817884,KSQ
058820,KR7058820002,CMG제약,KOSDAQ,중견기업부,2275,2,-15,-0.66,2310,2330,2275,795943,1832467480,315979855100,138892244,KSQ
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1374,1,3,0.22,1371,1381,1371,448629,617059271,315756819918,229808457,KSQ
002960,KR7002960003,한국쉘석유,KOSPI,,242500,1,1500,0.62,241000,242500,241000,3072,742202500,315250000000,1300000,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,16340,1,440,2.77,15990,16350,15560,168598,2694936780,314746112720,19262308,STK
251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,25150,2,-550,-2.14,25600,25800,24850,25868,650955850,311860000000,12400000,KSQ
230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,우량기업부,9610,2,-130,-1.33,9800,9800,9590,93909,907504620,311056758690,32368029,KSQ
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,19410,1,230,1.2,19220,19910,19220,110119,2148954720,310347208170,15989037,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,26000,1,250,0.97,25500,26000,25450,161712,4148284750,310148592000,11928792,KSQ
445680,KR7445680002,큐리옥스바이오시스템즈,KOSDAQ,기술성장기업부,38650,2,-3900,-9.17,42150,42250,37900,361823,14218136200,309682815800,8012492,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1226,1,6,0.49,1221,1228,1219,446638,546486468,309551795980,252489230,STK
136480,KR7136480001,하림,KOSDAQ,우량기업부,2905,1,5,0.17,2910,2920,2885,337000,977686870,308539184310,106209702,KSQ
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,6240,2,-60,-0.95,6240,6340,6170,296583,1846751460,306192238560,49069269,KSQ
058430,KR7058430000,포스코스틸리온,KOSPI,,51000,1,1100,2.2,50500,51500,50100,49807,2539641900,306000000000,6000000,STK
008350,KR7008350001,남선알미늄,KOSPI,,2370,2,-150,-5.95,2430,2470,2365,4133060,9956696845,305917443300,129079090,STK
072710,KR7072710007,농심홀딩스,KOSPI,,65900,2,-200,-0.3,66000,66200,65700,2912,192003400,305630361000,4637790,STK
001510,KR7001510007,SK증권,KOSPI,,646,2,-30,-4.44,661,665,634,7229302,4681478708,305293250466,472590171,STK
